"production","date","capacity","gross","nominations","wins","type","year"
"frozen-515657",2019-12-22,99,1250664,3,0,"Musical","2018"
"frozen-515657",2019-12-29,100,2186427,3,0,"Musical","2018"
"frozen-515657",2020-01-05,100,1397782,3,0,"Musical","2018"
"frozen-515657",2019-01-20,87,1249532,3,0,"Musical","2018"
"frozen-515657",2019-01-27,97,1308108,3,0,"Musical","2018"
"frozen-515657",2019-02-03,95,1225939,3,0,"Musical","2018"
"frozen-515657",2019-02-10,97,1289424,3,0,"Musical","2018"
"frozen-515657",2019-02-17,88,1250980,3,0,"Musical","2018"
"frozen-515657",2019-02-24,99,1423488,3,0,"Musical","2018"
"frozen-515657",2019-08-04,96,1300051,3,0,"Musical","2018"
"frozen-515657",2019-08-11,99,1336667,3,0,"Musical","2018"
"frozen-515657",2019-08-18,97,1218400,3,0,"Musical","2018"
"frozen-515657",2019-03-24,98,1278877,3,0,"Musical","2018"
"frozen-515657",2019-06-02,86,1126069,3,0,"Musical","2018"
"frozen-515657",2019-06-09,91,1167219,3,0,"Musical","2018"
"frozen-515657",2019-06-16,93,1162868,3,0,"Musical","2018"
"frozen-515657",2019-06-23,98,1276123,3,0,"Musical","2018"
"frozen-515657",2019-06-30,98,1289251,3,0,"Musical","2018"
"frozen-515657",2019-07-07,98,1305287,3,0,"Musical","2018"
"frozen-515657",2019-07-14,97,1178744,3,0,"Musical","2018"
"frozen-515657",2019-07-21,97,1282941,3,0,"Musical","2018"
"frozen-515657",2019-07-28,95,1311470,3,0,"Musical","2018"
"frozen-515657",2020-01-12,95,1052393,3,0,"Musical","2018"
"frozen-515657",2020-01-19,91,1050845,3,0,"Musical","2018"
"frozen-515657",2020-01-26,94,1001849,3,0,"Musical","2018"
"frozen-515657",2020-02-02,92,972671,3,0,"Musical","2018"
"frozen-515657",2019-04-14,94,1291787,3,0,"Musical","2018"
"frozen-515657",2019-04-21,99,1784139,3,0,"Musical","2018"
"frozen-515657",2019-04-28,99,1467624,3,0,"Musical","2018"
"fully-committed-503772",2016-05-22,73,426562,2,1,"Play","2016"
"fully-committed-503772",2016-05-01,77,377270,2,1,"Play","2016"
"fully-committed-503772",2016-05-08,68,385642,2,1,"Play","2016"
"fully-committed-503772",2016-05-15,72,419040,2,1,"Play","2016"
"fully-committed-503772",2016-06-12,69,370369,2,1,"Play","2016"
"fully-committed-503772",2016-06-19,70,417308,2,1,"Play","2016"
"fully-committed-503772",2016-05-29,66,371654,2,1,"Play","2016"
"fully-committed-503772",2016-06-05,62,343091,2,1,"Play","2016"
"fully-committed-503772",2016-07-10,68,395188,2,1,"Play","2016"
"fully-committed-503772",2016-07-17,72,415767,2,1,"Play","2016"
"fully-committed-503772",2016-06-26,74,426533,2,1,"Play","2016"
"fully-committed-503772",2016-07-03,79,430791,2,1,"Play","2016"
"fully-committed-503772",2016-04-03,77,210547,2,1,"Play","2016"
"fully-committed-503772",2016-04-10,73,386498,2,1,"Play","2016"
"fully-committed-503772",2016-04-17,70,387494,2,1,"Play","2016"
"fully-committed-503772",2016-04-24,81,364746,2,1,"Play","2016"
"fully-committed-503772",2016-07-31,85,468583,2,1,"Play","2016"
"fully-committed-503772",2016-07-24,79,471574,2,1,"Play","2016"
"fun-home-497807",2015-08-23,101,749863,10,5,"Musical","2015"
"fun-home-497807",2016-05-29,81,387952,10,5,"Musical","2015"
"fun-home-497807",2016-06-05,75,342143,10,5,"Musical","2015"
"fun-home-497807",2015-08-30,99,700011,10,5,"Musical","2015"
"fun-home-497807",2015-09-06,98,720923,10,5,"Musical","2015"
"fun-home-497807",2016-06-26,88,384193,10,5,"Musical","2015"
"fun-home-497807",2015-09-13,100,679175,10,5,"Musical","2015"
"fun-home-497807",2016-06-12,76,331268,10,5,"Musical","2015"
"fun-home-497807",2016-06-19,80,313556,10,5,"Musical","2015"
"fun-home-497807",2015-10-04,99,747651,10,5,"Musical","2015"
"fun-home-497807",2015-10-11,101,782817,10,5,"Musical","2015"
"fun-home-497807",2015-09-20,101,720900,10,5,"Musical","2015"
"fun-home-497807",2015-09-27,101,703265,10,5,"Musical","2015"
"fun-home-497807",2016-08-14,84,379242,10,5,"Musical","2015"
"fun-home-497807",2016-08-21,85,374432,10,5,"Musical","2015"
"fun-home-497807",2016-08-28,88,408655,10,5,"Musical","2015"
"fun-home-497807",2016-09-04,93,448838,10,5,"Musical","2015"
"fun-home-497807",2016-09-11,93,521567,10,5,"Musical","2015"
"fun-home-497807",2015-05-31,103,628970,10,5,"Musical","2015"
"fun-home-497807",2015-06-07,104,652930,10,5,"Musical","2015"
"fun-home-497807",2015-06-14,103,716631,10,5,"Musical","2015"
"fun-home-497807",2015-06-21,104,744646,10,5,"Musical","2015"
"fun-home-497807",2015-06-28,104,752342,10,5,"Musical","2015"
"fun-home-497807",2015-07-05,103,744230,10,5,"Musical","2015"
"fun-home-497807",2015-07-12,104,783291,10,5,"Musical","2015"
"fun-home-497807",2015-07-19,103,817665,10,5,"Musical","2015"
"fun-home-497807",2015-07-26,103,805369,10,5,"Musical","2015"
"fun-home-497807",2015-08-02,101,782634,10,5,"Musical","2015"
"fun-home-497807",2015-08-09,103,775680,10,5,"Musical","2015"
"fun-home-497807",2015-08-16,101,761867,10,5,"Musical","2015"
"fun-home-497807",2015-03-29,100,218509,10,5,"Musical","2015"
"fun-home-497807",2015-04-05,91,310222,10,5,"Musical","2015"
"fun-home-497807",2015-04-12,98,401034,10,5,"Musical","2015"
"fun-home-497807",2015-04-19,98,335213,10,5,"Musical","2015"
"fun-home-497807",2015-04-26,90,436173,10,5,"Musical","2015"
"fun-home-497807",2015-05-03,98,531985,10,5,"Musical","2015"
"fun-home-497807",2015-05-10,101,571496,10,5,"Musical","2015"
"fun-home-497807",2015-05-17,102,587716,10,5,"Musical","2015"
"fun-home-497807",2015-05-24,103,627641,10,5,"Musical","2015"
"fun-home-497807",2015-10-18,96,713353,10,5,"Musical","2015"
"fun-home-497807",2015-10-25,99,745661,10,5,"Musical","2015"
"fun-home-497807",2015-11-01,95,576307,10,5,"Musical","2015"
"fun-home-497807",2015-11-08,91,638172,10,5,"Musical","2015"
"fun-home-497807",2015-11-15,93,632902,10,5,"Musical","2015"
"fun-home-497807",2015-11-22,84,533332,10,5,"Musical","2015"
"fun-home-497807",2015-11-29,92,724240,10,5,"Musical","2015"
"fun-home-497807",2015-12-06,94,571715,10,5,"Musical","2015"
"fun-home-497807",2016-07-03,95,375628,10,5,"Musical","2015"
"fun-home-497807",2016-07-10,76,320261,10,5,"Musical","2015"
"fun-home-497807",2016-07-17,83,366852,10,5,"Musical","2015"
"fun-home-497807",2016-07-24,82,368325,10,5,"Musical","2015"
"fun-home-497807",2016-07-31,85,386965,10,5,"Musical","2015"
"fun-home-497807",2016-08-07,84,379924,10,5,"Musical","2015"
"fun-home-497807",2016-01-31,88,488273,10,5,"Musical","2015"
"fun-home-497807",2016-02-07,85,432296,10,5,"Musical","2015"
"fun-home-497807",2016-02-14,93,503402,10,5,"Musical","2015"
"fun-home-497807",2016-02-21,91,461437,10,5,"Musical","2015"
"fun-home-497807",2016-02-28,83,386312,10,5,"Musical","2015"
"fun-home-497807",2016-03-06,81,380213,10,5,"Musical","2015"
"fun-home-497807",2016-03-13,91,466331,10,5,"Musical","2015"
"fun-home-497807",2016-03-20,95,504606,10,5,"Musical","2015"
"fun-home-497807",2016-03-27,96,520363,10,5,"Musical","2015"
"fun-home-497807",2016-04-03,89,481016,10,5,"Musical","2015"
"fun-home-497807",2016-04-10,86,418140,10,5,"Musical","2015"
"fun-home-497807",2016-04-17,84,416678,10,5,"Musical","2015"
"fun-home-497807",2016-04-24,85,398485,10,5,"Musical","2015"
"fun-home-497807",2016-05-01,89,416282,10,5,"Musical","2015"
"fun-home-497807",2016-05-08,86,415694,10,5,"Musical","2015"
"fun-home-497807",2016-05-15,85,385207,10,5,"Musical","2015"
"fun-home-497807",2016-05-22,86,424225,10,5,"Musical","2015"
"fun-home-497807",2015-12-13,88,582966,10,5,"Musical","2015"
"fun-home-497807",2015-12-20,87,544972,10,5,"Musical","2015"
"fun-home-497807",2015-12-27,90,681394,10,5,"Musical","2015"
"fun-home-497807",2016-01-03,95,717261,10,5,"Musical","2015"
"fun-home-497807",2016-01-10,96,535525,10,5,"Musical","2015"
"fun-home-497807",2016-01-17,98,603057,10,5,"Musical","2015"
"fun-home-497807",2016-01-24,86,340120,10,5,"Musical","2015"
"funny-girl-532545",2023-05-28,89,1583257,1,0,"Musical","2022"
"funny-girl-532545",2023-06-04,80,1370134,1,0,"Musical","2022"
"funny-girl-532545",2023-06-11,58,528049,1,0,"Musical","2022"
"funny-girl-532545",2023-06-18,92,1609931,1,0,"Musical","2022"
"funny-girl-532545",2023-06-25,89,1524878,1,0,"Musical","2022"
"funny-girl-532545",2023-07-02,87,1373605,1,0,"Musical","2022"
"funny-girl-532545",2023-07-09,86,1226136,1,0,"Musical","2022"
"funny-girl-532545",2023-07-16,85,1479022,1,0,"Musical","2022"
"funny-girl-532545",2023-07-23,80,1319864,1,0,"Musical","2022"
"funny-girl-532545",2023-07-30,94,1672811,1,0,"Musical","2022"
"funny-girl-532545",2023-08-06,95,1828701,1,0,"Musical","2022"
"funny-girl-532545",2023-08-13,94,1884645,1,0,"Musical","2022"
"funny-girl-532545",2023-08-20,80,1216459,1,0,"Musical","2022"
"funny-girl-532545",2023-08-27,96,2132454,1,0,"Musical","2022"
"funny-girl-532545",2023-09-03,87,2137057,1,0,"Musical","2022"
"funny-girl-532545",2022-05-29,95,1261615,1,0,"Musical","2022"
"funny-girl-532545",2022-06-05,88,1178027,1,0,"Musical","2022"
"funny-girl-532545",2022-06-12,86,1116695,1,0,"Musical","2022"
"funny-girl-532545",2022-06-19,85,1131490,1,0,"Musical","2022"
"funny-girl-532545",2022-06-26,85,1071618,1,0,"Musical","2022"
"funny-girl-532545",2022-07-03,75,743213,1,0,"Musical","2022"
"funny-girl-532545",2022-07-10,65,708862,1,0,"Musical","2022"
"funny-girl-532545",2022-07-17,73,785105,1,0,"Musical","2022"
"funny-girl-532545",2022-07-24,72,799725,1,0,"Musical","2022"
"funny-girl-532545",2022-07-31,71,765670,1,0,"Musical","2022"
"funny-girl-532545",2022-08-07,76,582269,1,0,"Musical","2022"
"funny-girl-532545",2022-08-14,74,627954,1,0,"Musical","2022"
"funny-girl-532545",2022-08-21,74,588032,1,0,"Musical","2022"
"funny-girl-532545",2022-08-28,71,573147,1,0,"Musical","2022"
"funny-girl-532545",2022-09-04,79,659874,1,0,"Musical","2022"
"funny-girl-532545",2022-09-11,96,1639212,1,0,"Musical","2022"
"funny-girl-532545",2022-09-18,84,1136518,1,0,"Musical","2022"
"funny-girl-532545",2022-09-25,98,1640370,1,0,"Musical","2022"
"funny-girl-532545",2022-10-02,99,1638929,1,0,"Musical","2022"
"funny-girl-532545",2022-10-09,100,1682727,1,0,"Musical","2022"
"funny-girl-532545",2022-10-16,100,1696356,1,0,"Musical","2022"
"funny-girl-532545",2022-10-23,100,1723800,1,0,"Musical","2022"
"funny-girl-532545",2022-10-30,98,1635860,1,0,"Musical","2022"
